BV1N4e7ztEea,2025-08-23,p2,16:50,21:11,晴天,
,,,27:13,31:15,美人鱼,
,,,35:32,40:05,爱你不是两三天,
,,,42:54,47:11,此生不换,
,,,48:07,52:16,忘记时间,
,,,57:59,1:02:13,我的一个道姑朋友,
,,,1:07:56,1:11:57,阿楚姑娘,
,,,1:15:55,1:19:52,有何不可,
,,,1:35:10,1:38:35,遇见,
,,,1:40:35,1:44:28,搁浅,
,,,1:47:10,1:52:21,东风破,
,,,1:55:20,1:59:31,给你一瓶魔法药水,
,,,2:06:44,2:08:26,缘分一道桥,
,,,2:12:47,2:16:50,只对你有感觉,
,,,2:22:01,2:26:00,锦鲤抄,
,,,2:30:53,2:35:26,像鱼,
,,,2:36:34,2:41:21,找自己,
,,,2:43:23,2:47:53,Sincerely,
,,,2:50:06,2:54:38,謎,
,,,2:57:21,3:02:16,以父之名,
,,,3:04:12,3:07:52,百变酒精,
BV1LtYdz7ELx,2025-08-21,p2,1:31:25,1:35:38,爱情讯息,练习版
,,,1:40:09,1:44:09,越来越不懂,
,,,1:45:49,1:48:07,等不来花开,
,,,1:50:18,1:53:42,爱如火,退票
,,,1:57:02,2:01:37,不得不爱,
,,,2:07:42,2:11:41,我的新衣,
,,,2:13:14,2:16:22,POP/STARS,
,,,2:20:51,2:25:16,新地球,
,,,2:26:49,2:30:58,美人鱼,
,,,2:33:21,2:37:03,不死之身,
,,,2:38:58,2:42:40,心墙,
,,,2:45:16,2:48:56,Always Online,
,,,3:00:41,3:04:30,Angel,
BV1dqYzzKEuC,2025-08-16,p2,37:01,41:08,被风吹过的夏天,
,,,43:46,47:10,莫斯科没有眼泪,
,,,50:49,54:34,最长的电影,
,,,1:02:06,1:06:25,就是爱你,
,,,1:09:30,1:13:31,那么骄傲,
,,,1:16:31,1:20:45,不可思议,
,,,1:23:39,1:26:56,宁夏,
,,,1:28:59,1:33:00,菊花爆满山,蚌埠住版
,,,1:38:25,1:43:16,下一个天亮,
,,,1:46:20,1:51:05,发如雪,
,,,1:53:27,1:59:32,那些年,
,,,2:05:04,2:08:29,失眠飞行,
,,,2:10:08,2:14:21,Letting Go,
,,,2:15:20,2:19:38,雨爱,
,,,2:26:26,2:31:25,なきむし。,
,,,2:32:49,2:37:46,暁の車,
,,,2:39:19,2:42:51,アイドル,
,,,2:44:17,2:48:13,こころのたまご,
,,,2:52:06,2:56:02,牵丝戏,
,,,2:57:04,3:01:34,霓虹甜心,高冷版
,,,3:05:14,3:10:47,願い~あの頃のキミへ~,
,,,3:13:29,3:18:18,桜色舞うころ,
,,,3:22:38,3:26:51,First Love,
,,,3:28:56,3:33:26,会呼吸的痛,
BV1chbjzMEku,2025-08-14,p2,1:16:01,1:19:41,东京不太热,
,,,1:27:41,1:32:02,孤单北半球,
,,,1:34:36,1:39:17,光と影のロマン,
,,,1:51:34,1:55:39,园游会,
,,,2:05:17,2:06:06,Dead Manbo,
,,,2:09:25,2:09:56,耄耋A梦,
,,,2:28:59,2:32:56,凑热闹,
,,,2:42:26,2:46:47,简单爱,
BV1AttYzHEeP,2025-08-09,p3,44:10,47:45,五块钱的伞,
,,,50:05,54:15,可愛くなりたい,
,,,1:01:48,1:05:52,我的秘密,
,,,1:23:47,1:27:37,Love Yourself,
,,,1:33:53,1:37:50,爱上你,
,,,1:42:18,1:46:49,下一个天亮,
,,,1:48:52,1:52:34,远走高飞,
,,,1:58:00,2:02:12,飞云之下,
,,,2:07:39,2:12:30,你的答案,
,,p4,09:56,13:29,Honey,
,,,17:38,21:18,劈你的雷正在路上,
,,,23:18,26:15,如果月亮会说话,
,,,29:26,33:16,雨天,
,,,33:44,38:05,尚好的青春,
,,,42:13,46:29,再见深海,
,,,49:22,54:25,归途有风,
,,,55:27,59:30,天若有情,
BV1wHhPzCE8P,2025-08-02,p2,35:04,39:11,第一天,
,,,42:20,46:06,讲真的,
,,,48:41,52:43,浪漫爱,
,,,1:40:52,1:44:11,淋雨一直走,
,,,1:48:32,1:52:22,只对你有感觉,
,,,1:54:01,1:57:14,猪之歌,
,,,1:59:03,2:02:31,最美的期待,
,,,2:03:33,2:07:42,约定,
,,,2:15:48,2:19:30,悲伤的秋千,
,,,2:21:28,2:25:09,花田错,不熟版
,,,2:26:17,2:28:54,麦恩莉,半首 练习版
,,,2:31:38,2:34:53,爱爱爱,
,,,2:36:08,2:40:16,普通朋友,
,,,2:42:29,2:46:48,Melody,小拉版
,,,2:50:39,2:55:05,想你时风起,练习版
,,,2:55:36,2:58:32,珠玉,练习版
,,,3:03:33,3:06:36,Rubia,
,,,3:10:24,3:13:58,倒数,
BV1eu8mz2ELw,2025-07-31,p2,29:33,33:39,恋爱告急,
,,,35:00,39:40,霓虹甜心,
,,,49:22,53:19,万有引力,
,,,58:48,1:01:53,爱的魔法,
,,,1:04:44,1:07:52,跟我在一起,
,,,1:09:53,1:13:25,爱你,
,,,2:42:40,2:46:38,我不需要每一个人都爱我,
,,,3:55:51,4:00:27,蝴蝶,
,,,4:02:34,4:06:24,Angel,
,,,4:11:26,4:15:45,爱，很简单,
BV1v7uZzbE7b,2025-07-19,p2,40:02,43:34,五块钱的伞,
,,,50:55,54:32,第一次爱的人,
,,,58:57,1:03:05,红颜如霜,
,,,1:09:25,1:13:32,秋天不回来,
,,,1:17:41,1:22:22,醉清风,
,,,1:28:45,1:32:15,换季,
,,,1:39:11,1:43:14,化身孤岛的鲸,
,,,2:02:10,2:06:13,小手拉大手,
,,,2:11:09,2:12:14,好想你,就想一分钟
,,,2:15:32,2:19:25,我当你空气,
,,,2:22:18,2:25:51,我是一只鱼,
,,,2:39:34,2:42:47,Celebrity,
,,,2:43:37,2:46:22,You（=I）,
BV1acupzWEDp,2025-07-15,p2,1:27:24,1:32:00,夏夜最后的烟火,
,,,1:34:09,1:38:00,明天过后,
,,,1:39:29,1:43:47,就是爱你,
,,,1:46:27,1:50:43,不完美小孩,
,,,1:52:00,1:54:50,空山新雨后,
,,,1:57:00,2:01:02,我的秘密,
,,,2:05:48,2:10:28,这世界那么多人,
,,,2:11:27,2:14:55,慢慢喜欢你,
,,,2:15:57,2:19:59,一直很安静,
,,,2:20:26,2:23:24,遇到,
,,,2:23:54,2:27:35,如果的事,
,,,2:29:00,2:32:02,看月亮爬上来,
,,,2:34:22,2:38:31,天天,
,,,2:39:32,2:43:30,流沙,
,,,2:44:08,2:48:22,不可思议,
,,,2:50:27,2:55:07,香格里拉,
BV1eSgZzhENs,2025-06-28,p3,54:21,58:27,思念是一种病,
,,,1:07:25,1:11:18,大笨钟,
,,,1:13:26,1:17:09,说爱你,
,,,1:22:05,1:25:36,漠河舞厅,
,,,1:33:31,1:37:57,长相厮守,
,,,1:43:21,1:47:24,刻在我心底的名字,
,,,1:59:22,2:02:58,小宇,打雷版
,,,2:09:55,2:13:31,可愛くてごめん,
,,,2:15:50,2:19:54,Summertime,
,,,2:23:35,2:29:36,secret base~君がくれたもの~,
,,,2:32:25,2:33:56,インドア系ならトラックメイカー,
,,,2:37:44,2:42:26,打ち上げ花火,
,,,2:45:40,2:50:01,IF YOU,
,,,2:55:29,2:59:31,我是你的谁,
,,,3:56:43,4:00:00,欲望に満ちた青年団,分享
BV11R7MzbEe6,2025-05-31,p5,04:14,08:22,园游会,
,,,26:06,28:58,You（=I）,
,,,30:18,33:45,失眠飞行,
,,,38:08,42:19,勿听,
,,,46:23,50:38,Lemon,
,,,50:49,51:28,Lemon,中文版 半首
,,,54:26,58:25,渡月橋 ～君 想ふ～,
,,p6,02:47,06:47,我不需要每一个人都爱我,
,,,08:27,13:00,离开地球表面,
,,,15:32,20:09,天空没有极限,
,,,23:53,28:09,雨爱,
,,,34:36,38:00,勇气,清唱版
,,,42:58,46:37,白月光,清唱版 哄睡版
BV1TCj8zWEHn,2025-05-24,p4,31:14,34:51,99次我爱他,
,,,43:58,47:28,马德里不思议,
,,,50:00,53:00,大喜,
,,,57:38,01:00:03,僕らの手には何もないけど,
,,p5,00:00,01:41,僕らの手には何もないけど,follow
,,,10:12,14:29,演员,小拉版
,,,27:26,32:33,Beautiful World,
,,,37:51,42:50,Prisoner Of Love,小拉版
,,,45:13,49:37,那女孩对我说,
,,,50:23,54:42,永不失联的爱,
,,,55:50,57:24,火力全开,半首
BV12BjxzgEs3,2025-05-23,p5,49:04,53:30,小永远,
,,p6,02:33,06:43,爱的飞行日记,
,,,09:43,12:35,空山新雨后,
,,,22:25,26:39,胆小鬼,
,,,27:58,31:48,靠近一点点,
,,,36:31,40:25,远走高飞,
,,,42:56,46:30,模范情书,
,,,47:16,51:42,明天你好,
,,,53:50,58:00,一路生花,
,,p7,00:00,03:21,热气球,
,,,05:06,09:47,矛盾,
,,,11:20,15:53,惧高症,
,,,17:57,21:22,遇见,
,,,22:31,25:03,霞光,
,,,29:44,33:39,阿拉斯加海湾,
,,,38:48,43:52,晚婚,
,,,47:17,51:16,大眠,
,,p8,09:30,11:53,宝贝,
BV1GLVZzvE2d,2025-05-10,p4,40:46,44:22,爱你,
,,,57:38,01:00:03,霓虹甜心,
,,p5,00:00,02:08,霓虹甜心,follow
,,,05:02,08:55,爱在西元前,
,,,11:38,16:22,我不配,
,,,23:06,26:10,粉色海洋,
,,,28:24,32:58,萱草花,
,,,36:56,40:39,六月的雨,
,,,46:41,52:16,letter song,
,,,53:51,54:25,耄耋A梦,抽象
,,p6,08:39,11:13,第57次取消发送,小拉版
,,,13:42,17:42,童话,
,,,20:48,25:06,就是爱你,
,,,30:59,36:29,アヤノの幸福理論,
,,,40:04,44:23,For フルーツバスケット,
,,,45:40,50:12,だんご大家族,
BV1poVsztEx7,2025-05-06,p7,39:52,43:11,握不住的他,
,,,45:58,50:40,爱人错过,
,,,56:13,1:00:02,希望有羽毛和翅膀,
,,p8,05:27,09:09,如果爱忘了,
,,,15:35,19:38,带我去很远地方,
,,,24:28,28:55,DAN DAN 心魅かれてく,
,,,31:09,35:02,silky heart,
,,,44:22,48:15,弦上有春秋,
,,,49:58,52:24,纯情蟑螂火辣辣,面白い
,,p9,19:42,24:25,たぶん,
,,,26:07,30:35,輝夜の城で踊りたい,
,,,33:04,37:24,北极星的眼泪,
,,,45:50,50:44,发如雪,
,,,53:04,57:24,雨爱,
BV1NAVuzJEBA,2025-05-01,p7,33:50,36:49,如果月亮会说话,
,,,50:16,54:21,心电心,
,,p8,02:13,07:02,爱你不是两三天,
,,,08:23,09:23,Departures 〜あなたにおくるアイの歌〜,
,,p9,00:00,03:22,Departures 〜あなたにおくるアイの歌〜,follow
,,,09:28,13:29,不可思议,
,,,19:46,23:12,桃花朵朵开,
,,,30:20,34:52,恋人未满,小拉版
,,,37:22,40:55,99次我爱他,
,,,47:30,50:13,第二杯半价,
,,,52:24,56:48,晓秋月明,
,,p10,00:08,03:54,天黑黑,
,,,06:12,11:19,七里香,
,,,18:51,23:07,月牙湾,
,,,27:46,30:55,倒流时间,
,,,38:41,42:48,阿楚姑娘,
,,,47:47,53:58,銀の龍の背に乗って,
,,,56:56,01:00:01,残酷な天使のテーゼ,
,,p11,00:00,00:58,残酷な天使のテーゼ,follow
,,,03:24,07:40,Butter-Fly,
,,,10:04,13:41,舞娘,
,,,22:49,27:08,情歌,
,,,34:51,39:21,月光,
,,,51:23,55:40,Letting Go,
BV1bf5zzjEy2,2025-04-17,p5,22:57,25:33,跳楼机,半首
BV1rEdqYDEs9,2025-04-12,p5,41:12,45:46,爱的华尔兹,
,,p6,20:12,22:41,不眠之夜,
,,,24:39,30:03,One more time One more chance,
BV1LXdbYxEXd,2025-04-08,p8,08:47,12:55,给我一首歌的时间,
,,p9,04:31,09:05,下一个天亮,
,,,42:02,45:34,tomorrow,
,,p10,14:27,18:18,如果爱忘了,
BV17PXbYEE23,2025-03-22,p6,59:33,1:00:03,写给我第一个喜欢的女孩的歌,
,,p7,00:00,02:28,写给我第一个喜欢的女孩的歌,follow
,,,04:26,09:15,今天你要嫁给我,
,,,14:28,18:22,云烟成雨,
,,,24:47,29:07,下雨天,
,,,30:51,35:25,分手快乐,
,,,37:19,39:44,好日子,蚌埠住版
,,,53:07,57:02,等下一个他,
,,,58:01,1:00:03,阳光宅男,
,,p8,00:00,01:36,阳光宅男,follow 打雷版
,,,05:16,10:05,逆光,孙燕姿
BV1gmXFYxE2e,2025-03-19,p6,00:59,05:53,断了的弦,
,,,15:50,20:38,香水有毒,蚌埠住版
BV1PFQ4YJEHG,2025-03-15,p9,25:10,30:05,飞机场的10:30,freestyle版
BV1yqQsYLE4C,2025-03-12,p6,21:28,24:55,稻香,
,,p7,22:32,26:48,世界末日,
BV1V4R4YkEGZ,2025-03-08,p6,34:07,37:11,Mojito,
,,p7,03:28,07:50,Secret of my heart,不熟版
BV1NKPuevEf7,2025-02-22,p7,22:12,25:49,椿,
BV1fQAJeSE3L,2025-02-19,p5,39:29,43:56,没有如果,小拉版
,,p6,10:15,13:48,爱X无限大,小拉版
,,,16:37,18:04,爱啦啦,速通版
BV1A7ATexE6C,2025-02-14,p6,04:02,08:14,爱的飞行日记,
,,,52:23,56:58,蝴蝶,小拉版
BV1P6rbYeESd,2025-01-04,p6,41:43,45:53,恋,
,,,49:48,53:17,学猫叫,
,,p9,24:17,27:50,偏爱,
,,,29:24,33:31,仙剑问情,
BV17v6dYZEHn,2024-12-31,p8,32:42,36:41,爱的初体验,
BV1d86bYjEBN,2024-12-28,p5,30:11,34:40,冬眠,
,,,38:14,40:33,不眠之夜,
,,,44:09,48:27,Life Will Change,
,,,53:14,57:02,虚拟,
,,p6,01:12,05:15,棠梨煎雪,
,,,06:12,10:15,那么骄傲,
,,,11:35,14:54,握不住的他,
,,,16:24,20:06,負けないで,
,,,22:11,26:26,明明就,
,,,29:48,34:37,小半,
,,,35:24,39:43,花海,
,,,46:47,51:01,First Love,
,,,53:17,58:38,MY ALL,
,,p7,00:13,04:13,如果有来生,
,,,07:46,12:19,生生世世爱,
,,,19:51,24:05,太阳,
,,,25:17,28:08,红昭愿,
,,,30:25,34:08,我的悲伤是水做的,
,,,35:55,41:16,Trust You,
,,,42:45,47:10,DAN DAN 心魅かれてく,
,,,49:25,53:24,有何不可,
,,,56:39,01:00:04,下雨天,
,,p8,00:00,00:54,下雨天,follow
,,,14:39,19:23,带我走,
BV1N1CFYsEgZ,2024-12-24,p7,52:58,56:48,爱的城堡,
,,p8,42:49,46:08,Ring Ring Ring,
,,,56:10,01:00:01,圣诞结,
,,p9,00:00,00:51,圣诞结,follow
,,,04:48,09:04,你的微笑,
BV1fXkvYkEh3,2024-12-21,p6,29:03,31:50,每一句都很甜,
,,,34:03,38:08,气象站台,
,,,44:17,48:35,给你一瓶魔法药水,
,,,51:05,56:04,带我去找夜生活,
,,p7,17:00,19:42,第二杯半价,
,,,24:12,28:38,单向箭头,
,,,35:05,39:30,唯一,
,,,41:00,45:23,小手拉大手,
,,p8,26:00,28:52,空山新雨后,
,,,30:08,33:03,乌克丽丽,
,,,34:42,38:55,普通朋友,
,,,41:42,45:16,99次我爱他,
,,,49:01,53:04,睫毛弯弯,
BV17jq4YqEy4,2024-12-11,p6,41:35,44:41,中国话,嘴瓢版
,,p7,18:33,22:49,たぶん,小拉版
,,p10,06:39,12:10,一个人的北京,蚌埠住版
BV1wNqPY2EXC,2024-12-07,p7,06:33,10:51,青春修炼手册,
,,,12:16,16:27,心愿便利贴,
,,,17:19,21:25,凑热闹,
,,,23:43,28:05,听妈妈的话,
,,p8,29:40,31:30,你若成风,手拿把掐
BV1nUBHYPEpY,2024-11-23,p6,36:35,40:06,tomorrow,
,,,49:05,53:10,七月七日晴,freestyle版
,,p7,00:06,03:45,小酒窝,JJ伴唱版
,,,13:20,17:17,陪你度过漫长岁月,
,,p8,01:41,02:45,泪桥,偷工减料版
BV1z6UiYwEaF,2024-11-16,p7,24:21,28:27,我知道,小拉版
BV1sAmBYGEeo,2024-11-09,p5,34:57,35:55,你跟我比夹夹,偷工减料版
BV1P9SCY8EwY,2024-11-02,p4,14:28,17:42,熬夜上瘾,
,,,19:12,22:20,跟我在一起,
,,,35:39,39:38,爱的初体验,整活版
,,p5,11:18,15:50,小嫦娥,
,,,38:08,43:09,醉清风,
,,p6,16:58,21:00,Legends Never Die,
BV1KA1tYyEyc,2024-10-26,p1,56:28,1:01:18,手写的从前,烫嘴版
,,p2,25:24,29:17,素颜,
BV1hGyXYDE3W,2024-10-25,p6,56:35,59:28,我爱洗澡,
BV1DAyqYrE6N,2024-10-20,p6,42:25,47:00,今天你要嫁给我,
BV1F52aY2Epe,2024-10-12,p5,37:43,41:06,我恋爱了,不熟版
,,,54:13,59:30,半岛铁盒,
,,p6,13:23,16:25,危险派对,
,,,58:58,01:00:03,多余的解释,嬉皮笑脸版
,,p7,00:00,03:28,多余的解释,follow
BV1dM2WYmENs,2024-10-08,p5,10:30,14:43,普通朋友,‘乱编’版
,,p6,41:12,45:41,红尘客栈,烂尾版
,,p7,50:42,54:44,LOSER,嘴瓢版
BV1oYxbePENg,2024-09-30,p5,30:47,35:29,你,伴奏全责
,,,38:11,42:18,恋爱告急,
,,p6,21:16,26:28,归途有风,
,,p7,01:08,05:02,阿拉斯加海湾,魂巴版
,,,09:53,14:28,想你时风起,
,,,27:48,32:06,烟花易冷,不熟版
,,,34:38,39:47,身骑白马,小拉版
BV1RRxzefEhJ,2024-09-28,p6,53:31,57:44,被风吹过的夏天,
,,,59:46,01:00:03,我不曾忘记,
,,p7,00:00,03:33,我不曾忘记,follow
,,,07:31,11:53,就是爱你,口胡版
,,p8,45:20,49:12,梦的光点,
,,p9,04:49,10:54,出现又离开,抽象 面白い
,,,12:27,16:05,爱你,抽象 面白い
,,,19:26,23:24,霜雪千年,抽象 面白い
,,,27:33,31:43,One Last Kiss,
,,,33:09,37:18,天天,小拉版
BV1TVtCewEUS,2024-09-21,p7,57:26,01:00:01,有何不可,
,,p8,00:00,01:25,有何不可,follow
BV1zSt9ejEER,2024-09-19,p5,45:07,46:39,老公天下第一,
BV1ji4UeoEq9,2024-09-15,p6,48:12,51:44,江南,伴奏全责 半清唱
,,p8,11:18,15:53,惧高症,不熟版
BV19qphetES5,2024-09-07,p5,25:42,29:58,Irony,
,,,48:50,54:28,願い~あの頃のキミへ~,
,,p6,16:25,20:35,First Love,小拉版 “不要切”
,,p7,42:10,46:16,crossing field,
BV1UKHweAE4G,2024-08-31,p9,18:30,23:00,过客,
BV1bMWNejEzK,2024-08-17,p6,48:59,52:57,Time after time～花舞う街で～,
,,,55:16,59:39,Secret of my heart,不熟版
,,p7,09:10,13:53,光と影のロマン,
,,,15:28,20:00,謎,
,,p9,10:47,14:15,在树上唱歌,小拉版
,,,46:42,48:52,日不落,
,,p8,00:00,01:30,日不落,follow
,,,39:36,43:43,光るなら,小拉版
,,,45:27,49:17,一样的月光,
,,,57:44,1:00:01,发如雪,忘升调版
,,p10,00:00,02:40,发如雪,follow 忘升调版
BV1tKY7eBEHs,2024-08-10,p10,18:27,23:13,七里香,
,,p12,38:18,40:00,春日影,半首 清唱版
BV1xM4m117cK,2024-07-28,p1,55:28,58:46,使一颗心免于哀伤,小拉版
,,p2,01:00,03:42,在银河中孤独摇摆,
,,,04:57,06:30,希望有羽毛和翅膀,半首
,,,28:41,29:41,Celebrity,半首 清唱版
BV19J4m1n7AT,2024-04-17,p1,52:40,56:17,爱你,
,,p2,14:46,18:47,你的微笑,
,,,47:30,50:13,还是你的笑容最可爱,
,,,56:45,01:00:01,唯一,
,,p3,00:00,01:11,唯一,follow
,,,03:01,07:09,小さな恋のうた,
,,,12:38,15:10,5:20AM,
,,,38:19,42:12,キリトリセン,
